movieId,title,genres,clean_title,countries,country_flag_urls,providers,provider_icon_urls
3064,Gardens of Stone (1987),"['Drama', 'War']",gardensofstone1987,"['United Kingdom', 'China', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3065,"Glass Menagerie, The (1987)",['Drama'],glassmenageriethe1987,"['Portugal', 'India', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3066,Hiding Out (1987),['Comedy'],hidingout1987,"['United States', 'China', 'India', 'United Kingdom', 'Portugal', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3067,Hollywood Shuffle (1987),['Comedy'],hollywoodshuffle1987,"['United Kingdom', 'China', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3068,Hope and Glory (1987),['Drama'],hopeandglory1987,"['India', 'United States']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3069,Innerspace (1987),"['Action', 'Adventure', 'Comedy', 'SciFi']",innerspace1987,"['United States', 'Portugal', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3070,Ishtar (1987),['Comedy'],ishtar1987,"['Brazil', 'Portugal', 'United States', 'China', 'France']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
3071,Jaws: The Revenge (1987),"['Horror', 'Thriller']",jawstherevenge1987,"['China', 'Portugal', 'France']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
3072,Leonard Part 6 (1987),"['Comedy', 'SciFi']",leonardpart61987,"['United States', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Netflix', 'Amazon Video']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3073,Less Than Zero (1987),['Drama'],lessthanzero1987,"['India', 'China', 'United States', 'France', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3074,"Like Father, Like Son (1987)",['Comedy'],likefatherlikeson1987,"['Brazil', 'United States']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3075,"Lost Boys, The (1987)","['Comedy', 'Horror', 'Thriller']",lostboysthe1987,"['China', 'United States', 'India', 'France']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Netflix', 'Amazon Video']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3076,Made in Heaven (1987),"['Fantasy', 'Romance']",madeinheaven1987,"['Portugal', 'United States']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['HBO Max', 'Amazon Video']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3077,Maid to Order (1987),"['Comedy', 'Fantasy']",maidtoorder1987,"['China', 'United Kingdom', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3078,Making Mr. Right (1987),"['Comedy', 'Romance', 'SciFi']",makingmrright1987,"['Brazil', 'China']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Netflix', 'Amazon Video']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3079,Mannequin (1987),"['Comedy', 'Romance']",mannequin1987,"['United States', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3080,Masters of the Universe (1987),"['Action', 'Adventure', 'Fantasy', 'SciFi']",mastersoftheuniverse1987,"['France', 'China', 'United Kingdom', 'Portugal', 'United States']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
3081,"Monster Squad, The (1987)","['Adventure', 'Comedy', 'Horror']",monstersquadthe1987,['Portugal'],['http://www.geognos.com/api/en/countries/flag/PT.png'],"['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3082,My Demon Lover (1987),"['Comedy', 'Horror']",mydemonlover1987,['United States'],['http://www.geognos.com/api/en/countries/flag/US.png'],"['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3083,No Man's Land (1987),"['Crime', 'Drama']",nomansland1987,['Brazil'],['http://www.geognos.com/api/en/countries/flag/BR.png'],"['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
3084,Head Over Heels (2001),"['Comedy', 'Romance']",headoverheels2001,"['France', 'Portugal', 'United States']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3085,Left Behind: The Movie (2000),"['Action', 'Adventure', 'Drama', 'Thriller']",leftbehindthemovie2000,"['France', 'United States']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3086,Valentine (2001),"['Horror', 'Mystery']",valentine2001,['Brazil'],['http://www.geognos.com/api/en/countries/flag/BR.png'],"['Amazon Video', 'Youtube', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3087,In the Mood For Love (Fa yeung nin wa) (2000),"['Drama', 'Romance']",inthemoodforlovefayeungninwa2000,"['Brazil', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3088,"Million Dollar Hotel, The (2001)","['Drama', 'Mystery', 'Romance']",milliondollarhotelthe2001,"['China', 'Portugal', 'France']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3089,Nico and Dani (Krámpack) (2000),"['Comedy', 'Drama', 'Romance']",nicoanddanikrámpack2000,"['India', 'China', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3090,Hannibal (2001),"['Horror', 'Thriller']",hannibal2001,"['France', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3091,Saving Silverman (Evil Woman) (2001),"['Comedy', 'Romance']",savingsilvermanevilwoman2001,"['Brazil', 'France']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3092,Vatel (2000),['Drama'],vatel2000,"['India', 'Brazil', 'China']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3093,Down to Earth (2001),"['Comedy', 'Fantasy', 'Romance']",downtoearth2001,"['Portugal', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
3094,Recess: School's Out (2001),"['Animation', 'Children']",recessschoolsout2001,['India'],['http://www.geognos.com/api/en/countries/flag/IN.png'],['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3095,Sweet November (2001),"['Drama', 'Romance']",sweetnovember2001,"['Portugal', 'France', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
3096,Company Man (2000),['Comedy'],companyman2000,"['France', 'Brazil', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Amazon Video', 'Netflix', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3097,"Price of Milk, The (2000)","['Comedy', 'Drama', 'Fantasy', 'Romance']",priceofmilkthe2000,"['Brazil', 'Portugal', 'India', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['HBO Max', 'Amazon Video']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3098,Monkeybone (2001),"['Animation', 'Comedy', 'Fantasy']",monkeybone2001,"['Brazil', 'France']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
3099,3000 Miles to Graceland (2001),"['Action', 'Thriller']",3000milestograceland2001,"['United States', 'India', 'United Kingdom', 'France']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3100,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)","['Drama', 'Romance']",widowofstpierretheveuvedesaintpierrela2000,"['China', 'Portugal', 'United States', 'India']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Netflix', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3101,"Mexican, The (2001)","['Action', 'Comedy']",mexicanthe2001,"['France', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
3102,"Caveman's Valentine, The (2001)",['Drama'],cavemansvalentinethe2001,['United Kingdom'],['http://www.geognos.com/api/en/countries/flag/GB.png'],['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3103,Series 7: The Contenders (2001),"['Action', 'Drama']",series7thecontenders2001,"['Brazil', 'China', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Amazon Video', 'Netflix', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
3104,15 Minutes (2001),['Thriller'],15minutes2001,"['United Kingdom', 'France', 'China', 'Portugal', 'United States']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Netflix', 'Amazon Video']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3105,Get Over It (2001),"['Comedy', 'Romance']",getoverit2001,"['France', 'India']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3106,Long Night's Journey Into Day (2000),['Documentary'],longnightsjourneyintoday2000,"['Brazil', 'India']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Amazon Video', 'Netflix', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3107,Avalon (1990),['Drama'],avalon1990,"['France', 'United States']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
3108,Gray's Anatomy (1996),"['Comedy', 'Drama']",graysanatomy1996,"['Portugal', 'United Kingdom', 'United States', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3109,Of Mice and Men (1939),['Drama'],ofmiceandmen1939,"['United Kingdom', 'Brazil', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'HBO Max']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3110,Reform School Girls (1986),"['Action', 'Drama']",reformschoolgirls1986,"['Brazil', 'India', 'United Kingdom', 'United States']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
3111,Tapeheads (1988),['Comedy'],tapeheads1988,"['Brazil', 'United States', 'United Kingdom', 'India', 'China']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3112,"Bishop's Wife, The (1947)","['Comedy', 'Drama', 'Romance']",bishopswifethe1947,"['Portugal', 'Brazil', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3113,Lilies of the Field (1963),['Drama'],liliesofthefield1963,['India'],['http://www.geognos.com/api/en/countries/flag/IN.png'],"['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3114,"Greatest Story Ever Told, The (1965)",['Drama'],greateststoryevertoldthe1965,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],"['Youtube', 'Netflix', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3115,Elmer Gantry (1960),['Drama'],elmergantry1960,"['Brazil', 'Portugal', 'France', 'India', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
3116,Alfie (1966),"['Comedy', 'Drama', 'Romance']",alfie1966,"['China', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3117,"Fantasticks, The (1995)",['Musical'],fantasticksthe1995,['India'],['http://www.geognos.com/api/en/countries/flag/IN.png'],"['Netflix', 'Amazon Video']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
3118,I Know Where I'm Going! (1945),"['Drama', 'Romance', 'War']",iknowwhereimgoing1945,"['China', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3119,"Abominable Dr. Phibes, The (1971)","['Horror', 'Mystery']",abominabledrphibesthe1971,"['Brazil', 'United States', 'United Kingdom', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3120,Real Life (1979),['Comedy'],reallife1979,"['Portugal', 'France', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3121,Battle Beyond the Stars (1980),['SciFi'],battlebeyondthestars1980,"['India', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
3122,Double Impact (1991),['Action'],doubleimpact1991,"['United Kingdom', 'United States', 'China', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3123,Fuzz (1972),['Drama'],fuzz1972,"['United Kingdom', 'United States', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3124,Harley Davidson and the Marlboro Man (1991),"['Action', 'Crime', 'Drama']",harleydavidsonandthemarlboroman1991,"['United States', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
3125,Losin' It (1983),['Comedy'],losinit1983,['China'],['http://www.geognos.com/api/en/countries/flag/CN.png'],['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
3126,Mermaids (1990),"['Comedy', 'Drama', 'Romance']",mermaids1990,"['China', 'Brazil', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Amazon Video', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3127,Navy Seals (1990),"['Action', 'Adventure', 'War']",navyseals1990,"['France', 'United Kingdom', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
3128,Manhunter (1986),"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']",manhunter1986,"['Brazil', 'United States']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Amazon Video', 'Netflix', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
3129,Reversal of Fortune (1990),['Drama'],reversaloffortune1990,"['United States', 'China']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
3130,Death on the Nile (1978),"['Crime', 'Mystery']",deathonthenile1978,"['India', 'Brazil', 'United States', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3131,Revenge of the Nerds (1984),['Comedy'],revengeofthenerds1984,"['United States', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
3132,Revenge of the Nerds II: Nerds in Paradise (1987),['Comedy'],revengeofthenerdsiinerdsinparadise1987,"['United States', 'France', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
3133,4 Little Girls (1997),['Documentary'],4littlegirls1997,"['United Kingdom', 'United States', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3134,River's Edge (1986),"['Crime', 'Drama']",riversedge1986,['United States'],['http://www.geognos.com/api/en/countries/flag/US.png'],"['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
3135,Girls Just Want to Have Fun (1985),['Comedy'],girlsjustwanttohavefun1985,"['United States', 'China']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
3136,"Longest Yard, The (1974)",['Comedy'],longestyardthe1974,['United Kingdom'],['http://www.geognos.com/api/en/countries/flag/GB.png'],"['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
